"entry","displayId","name"
1764,181,Locked ball and chain
1765,1,Worn Wooden Chest
1766,192,Fire
1767,193,Helcular's Grave
1768,194,Flame of Azel
1769,194,Flame of Veraz
1770,194,Flame of Uzel
1771,195,Southshore
1772,195,Tarren Mill
1773,195,Hillsbrad
1774,195,Silverpine Forest
1775,195,Tarren Mill
1776,195,Durnholde Keep
1777,195,Silverpine Forest
1778,195,Hillsbrad
1779,195,Southshore
1780,195,Tarren Mill
1781,195,Alterac Mountains
1782,195,Hillsbrad
1783,195,Southshore
1784,195,Dun Garok
1785,195,Durnholde Keep
1786,195,Dun Garok
1787,195,Arathi Highlands
1788,195,Southshore
1789,195,Tarren Mill
1790,195,Durnholde Keep
1791,195,Arathi Highlands
1792,195,Durnholde Keep
1793,195,Dun Garok
1794,195,Tarren Mill
1795,195,Southshore
1796,273,Anvil
1797,197,Forge
1798,192,Campfire
1799,192,Campfire
1801,192,Campfire
1802,192,Campfire
1803,192,Campfire
1804,192,Campfire
1805,192,Campfire
1806,192,Campfire
1807,192,Campfire
1808,192,Campfire
1809,192,Campfire
1810,192,Campfire
1811,192,Campfire
1812,192,Campfire
1813,192,Campfire
1814,192,Campfire
1815,192,Campfire
1816,192,Campfire
1817,192,Campfire
1818,192,Campfire
1819,192,Campfire
1820,192,Campfire
1821,192,Campfire
1822,192,Campfire
1824,192,Campfire
1825,192,Campfire
1826,192,Campfire
1827,192,Campfire
1828,192,Campfire
1829,199,Campfire
1830,199,Campfire
1831,200,Bonfire
1832,200,Bonfire
1833,192,Campfire
1834,192,Campfire
1835,192,Campfire
1836,192,Campfire
1837,192,Campfire
1838,192,Campfire
1839,192,Campfire
1840,192,Campfire
1841,192,Campfire
1842,192,Campfire
1843,192,Campfire
1844,192,Campfire
1845,192,Campfire
1846,192,Campfire
1847,192,Campfire
1848,192,Campfire
1849,192,Campfire
1850,192,Campfire
1851,192,Campfire
1852,192,Campfire
1853,192,Campfire
1854,192,Campfire
1855,192,Campfire
1856,192,Campfire
1857,192,Campfire
1858,192,Campfire
1859,192,Campfire
1860,192,Campfire
1864,192,Campfire
1865,192,Campfire
1866,192,Campfire
1867,192,Campfire
1868,192,Campfire
1869,192,Campfire
1870,192,Campfire
1871,192,Campfire
1872,192,Campfire
1873,192,Campfire
1874,192,Campfire
1875,192,Campfire
1876,192,Campfire
1877,192,Campfire
1878,192,Campfire
1879,192,Campfire
1880,192,Campfire
1881,192,Campfire
1882,192,Campfire
1883,200,Bonfire
1884,200,Bonfire
1885,200,Bonfire
1886,200,Bonfire
1887,200,Bonfire
1888,192,Campfire
1889,192,Campfire
1890,192,Campfire
1891,192,Campfire
1892,192,Campfire
1893,192,Campfire
1894,192,Campfire
1895,192,Campfire
1896,197,Forge
1897,273,Anvil
1898,192,Campfire
1901,192,Campfire
1902,192,Campfire
1903,192,Campfire
1904,192,Campfire
1905,192,Campfire
1906,192,Campfire
1908,192,Campfire
1909,192,Campfire
1911,192,Campfire
1912,192,Campfire
1914,192,Campfire
1915,192,Cooking Fire
1916,192,Campfire
1917,192,Campfire
1921,192,Campfire
1922,192,Campfire
1923,192,Campfire
1926,192,Campfire
1927,192,Campfire
1928,199,Bonfire
1930,192,Campfire
1931,192,Campfire
1932,192,Campfire
1935,199,Campfire
1936,199,Campfire
1937,199,Campfire
1938,192,Campfire
1939,199,Campfire
1940,192,Campfire
1941,192,Campfire
1942,192,Campfire
1943,192,Campfire
1944,192,Campfire
1945,192,Campfire
1946,192,Campfire
1947,192,Campfire
1948,192,Campfire
1949,192,Campfire
1950,192,Campfire
1951,192,Campfire
1952,192,Campfire
1953,192,Campfire
1954,192,Campfire
1957,192,Campfire
1958,192,Campfire
1959,192,Campfire
1960,192,Campfire
1961,192,Campfire
1962,192,Campfire
1964,192,Campfire
1965,192,Campfire
1967,201,Firepit
1968,192,Campfire
1969,192,Campfire
1970,192,Campfire
1971,192,Campfire
1972,192,Campfire
1973,192,Campfire
1975,192,Campfire
1976,192,Campfire
1977,200,Campfire
1979,192,Campfire
1981,192,Campfire
1984,192,Campfire
1985,192,Campfire
1986,192,Campfire
1987,192,Campfire
1988,192,Campfire
1989,192,Campfire
1990,192,Campfire
1991,192,Campfire
1992,192,Campfire
1993,192,Campfire
1994,192,Campfire
1995,192,Campfire
1996,192,Campfire
1997,192,Campfire
1998,192,Campfire
1999,192,Campfire
2000,192,Campfire
2001,192,Campfire
2002,192,Campfire
2003,192,Campfire
2004,192,Smoldering Fire
2005,192,Campfire
2006,192,Campfire
2007,199,Campfire
2008,202,Dangerous!
2010,273,Anvil
2014,273,Anvil
2015,306,Forge
2016,195,Tarren Mill
2017,195,Alterac Mountains
2018,195,Alterac City
2019,195,Strahnbrad
2020,195,Durnholde Keep
2021,195,Hillsbrad
2022,195,Southshore
2023,203,Strahnbrad
2024,203,Andorhal
2025,203,Alterac City
2026,203,Hillsbrad Foothills
2027,203,Andorhal
2028,203,Strahnbrad
2029,203,Alterac City
2030,203,Alterac City
2031,203,Andorhal
2032,22,Warning!!!! Plaguelands
2033,27,Agamand Mills
2034,27,Brill
2035,27,Deathknell
2036,27,Agamand Mills
2037,27,Deathknell
2038,27,Brill
2039,10,Hidden Strongbox
2040,313,Mithril Deposit
2041,677,Liferoot
2042,697,Fadeleaf
2043,701,Khadgar's Whisker
2044,699,Wintersbite
2045,700,Stranglekelp
2046,698,Goldthorn
2047,314,Truesilver Deposit
2048,150,Hillsbrad Foothills
2049,150,Gilneas
2050,150,Pyrewood Village
2051,150,Shadowfang Keep
2052,150,Ambermill
2054,315,Tin Vein
2055,310,Copper Vein
2056,192,Campfire
2057,192,Campfire
2059,211,A Dwarven Corpse
2061,0,Campfire
2062,192,Campfire
2066,0,Bonfire Damage
2068,225,Pupellyverbos Port
2076,216,Bubbling Cauldron
2082,218,Uther the Lightbringer
2083,183,Bloodsail Correspondence
2084,47,Musquash Root
2086,222,Bloodsail Charts
2087,220,Bloodsail Orders
2096,27,Trade District
2098,27,Cathedral Square
2099,27,Cathedral Square
2100,27,Old Town
2101,27,Mage Quarter
2102,27,Cathedral Square
2105,27,Cathedral Square
2106,27,Cathedral Square
2108,27,Trade District
2109,169,Fragrant Flowers
2110,26,Cathedral Square
2111,26,Trade District
2112,26,Old Town
2113,26,Old Town
2115,26,Trade District
2116,26,Cathedral Square
2117,26,Stormwind Keep
2119,26,Old Town
2120,26,Stormwind Keep
2122,26,Trade District
2123,26,Old Town
2124,26,Mage Quarter
2125,26,Trade District
2127,26,Mage Quarter
2128,26,Trade District
2129,26,Cathedral Square
2130,170,The Wine Cask
2131,26,Cathedral Square
2133,26,Trade District
2134,26,Cathedral Square
2136,26,Old Town
2138,172,The Empty Quiver
2139,173,Weller's Arsenal
2140,26,Cathedral Square
2141,26,Mage Quarter
2142,26,Goldshire
2143,26,Old Town
2145,175,Stormwind Counting House
2146,176,Everyday Merchandise
2148,178,The Cheese Cutters
2149,174,The Seven Deadly Venoms
2150,171,The Silver Shield
2151,179,Thane's Boots and Shoulderpads
2152,180,Pig and Whistle Tavern
2153,173,Heavy Handed Weapons
2154,171,The Protective Hide
2155,173,Honest Blades
2156,171,Limited Immunity
2157,173,Just Maces
2158,171,Righteous Plates
2159,177,City Hall
2160,177,The Argent Dawn
2161,179,Duncan's Textiles
2162,173,Stormwind Staves
2163,174,Essential Components
2164,180,The Slaughtered Lamb
2165,174,Pyrotechnics
2166,174,Alchemy Needs
2167,176,Ancient Curios
2169,180,The Blue Recluse
2171,26,Mage Quarter
2173,26,Cathedral Square
2175,26,Cathedral Square
2176,26,Trade District
2177,179,The Finest Thread
2178,26,Mage Quarter
2179,26,Cathedral Square
2181,26,Mage Quarter
2182,26,Trade District
2186,26,Cathedral Square
2187,26,Trade District
2188,26,Mage Quarters
2189,26,Old Town
2190,26,Cathedral Square
2191,26,Trade District
2289,223,Ruined Lifeboat
2332,224,Barbequed Buzzard Wings
2333,225,Stranglevine Wine
2334,192,campfire
2335,200,Bonfire
2336,192,Campfire
2371,226,Headhunter Skull
2413,39,Wooden Chair
2414,39,Need Name
2489,91,Chair
2551,226,Boiled Skull
2552,431,Cauldron Steam
2553,164,A Soggy Scroll
2554,164,Cortello's Riddle
2555,164,Musty Scroll
2556,10,Cortello's Treasure
2558,197,Test
2560,228,Half-Buried Bottle
2561,3071,Freezing Trap
2562,229,Baked Bread
2563,230,Altar of the Tides - Focused
2572,273,Anvil
2573,233,Forge
2574,273,Anvil
2575,233,Forge
2576,227,Altar of the Tides
2649,273,Anvil
2650,233,Forge
2652,211,Ebenezer Rustlocke's Corpse
2653,48,Lesser Bloodstone Deposit
2656,164,Waterlogged Letter
2657,184,Legends of the Earth
2658,200,Bonfire
2661,192,Campfire
2663,192,Campfire
2664,192,Campfire
2665,200,Bonfire
2666,200,Bonfire
2667,192,Campfire
2670,195,Wetlands
2672,195,Stromgarde
2673,195,Thandol Span
2674,195,Wetlands
2675,195,Stromgarde
2676,195,Thandol Span
2677,195,Wetlands
2678,195,Hillsbrad Plains
2679,195,Stromgarde
2680,195,Hammerfall
2681,195,Hammerfall
2682,195,Stromgarde
2683,195,Hammerfall
2684,195,Stromgarde
2685,22,Refuge Pointe
2687,225,Bottle
2688,235,Keystone
2689,236,Stone of West Binding
2690,236,Stone of Outer Binding
2691,236,Stone of East Binding
2695,107,Book
2701,1687,Iridescent Shards
2702,236,Stone of Inner Binding
2703,11,Trollbane's Tomb
2704,243,Cache of Explosives
2707,222,Maiden's Folly Charts
2708,222,Spirit of Silverpine Charts
2709,184,Maiden's Folly Log
2710,254,Spirit of Silverpine Log
2711,236,Charging Stone
2712,247,Calcified Elven Gem
2713,202,Wanted Board
2714,248,Alterac Granite
2715,249,Runed Pedestal
2716,10,Trelane's Chest
2717,1,Trelane's Footlocker
2718,41,Trelane's Lockbox
2719,216,Bubbling Cauldron
2722,250,Floating Sparkles
2724,252,Sack of Oats
2726,273,Anvil
2727,233,Forge
2728,233,Forge
2729,273,Anvil
2732,192,Campfire
2734,1,Waterlogged Chest
2739,10,Chest of the Black Feather
2740,10,Chest of the Raven Claw
2741,10,Chest of the Sky
2742,10,Chest of Nesting
2743,52,Carved Stone Urn
2744,261,Giant Clam
2842,235,Pillar of Diamond
2843,259,Battered Chest
2844,259,Battered Chest
2845,259,Tattered Chest
2846,259,Tattered Chest
2847,259,Tattered Chest
2848,235,Pillar of Opal
2849,259,Battered Chest
2850,259,Solid Chest
2852,259,Solid Chest
2855,259,Solid Chest
2857,259,Solid Chest
2858,235,Pillar of Amethyst
2866,2312,Firebloom
2867,31,Excavation Supply Crate
2868,222,Crumpled Map
2870,266,"Yellow aura, very tall column"
2871,402,Seaworn Altar
2872,267,Enchanted Sea Kelp
2875,211,Battered Dwarven Skeleton
2883,60,Ripe Pumpkin
2891,293,Balia'mah Trophy Skulls
2892,293,Ziata'jai Trophy Skulls
2893,293,Zul'Mamwe Trophy Skulls
2904,298,Water Well Cleansing Aura
2907,297,Water Pitcher
2908,287,Sealed Supply Crate
2909,299,Wildmane Water Pump
2910,362,Well Stone
2911,299,Stormbull Water Well
2912,424,Ambercorn
2913,299,Winterhoof Water Well
2914,200,Tribal Fire
2933,302,Seal of the Earth
2968,308,Bloodhoof Village
2969,308,Thunder Bluff
2970,308,Bloodhoof Village
2971,308,The Barrens
2972,308,Camp Narache
2973,308,Camp Narache
2974,308,Thunder Bluff
2975,308,Bloodhoof Village
2976,308,The Barrens
2977,308,Camp Narache
2978,308,Bloodhoof Village
3076,222,Dirt-stained Map
3084,307,Fire
3085,199,Campfire
3089,307,Campfire
3187,273,Anvil
3189,210,Attack Plan: Valley of Trials
3190,210,Attack Plan: Sen'jin Village
3192,210,Attack Plan: Orgrimmar
3194,308,Bloodhoof Village
3195,308,Thunder Bluff
3196,308,Thunder Bluff
3197,308,Bloodhoof Village
3198,308,Bloodhoof Village
3199,308,The Barrens
3200,192,Campfire
3201,199,Campfire
3202,309,Grom'gol
3203,309,Arena
3204,309,Booty Bay
3205,22,Arena
3206,22,Booty Bay
3207,22,Duskwood
3208,309,Booty Bay
3209,309,Grom'Gol
3210,309,Arena
3211,22,Duskwood
3212,22,Booty Bay
3213,22,Arena
3214,309,Arena
3215,309,Grom'Gol
3216,22,Arena
3217,22,Duskwood
3220,192,Campfire
3222,273,Anvil
3223,233,Forge
3224,309,Razor Hill
3225,309,Razor Hill
3226,309,Orgrimmar
3227,309,The Den
3228,309,The Barrens
3229,309,The Den
3230,309,Razor Hill
3231,309,Razor Hill
3232,309,Razor Hill
3233,309,The Den
3234,309,Orgrimmar
3235,309,Orgrimmar
3236,318,Gnomish Toolbox
3237,226,Imprisoned Darkspear
3238,319,Chen's Empty Keg
3239,41,Benedict's Chest
3240,412,Taillasher Eggs
3246,199,Campfire
3249,199,Campfire
3251,192,Campfire
3252,192,Campfire
3253,192,Campfire
3254,192,Campfire
3256,199,Campfire
3258,199,Campfire
3260,199,Campfire
3262,199,Campfire
3264,199,Campfire
3265,322,""
3266,216,Cauldron
3270,192,Campfire
3276,309,Sen'jin Village
3286,192,Roaring Fire
3290,323,Stolen Supply Sack
3296,192,Scorching Fire
3298,192,Blazing Fire
3301,192,Burning Embers
3303,192,Warm Fire
3306,192,Campfire
3307,192,Campfire
3308,324,Bonfire
3310,192,Campfire
3311,192,Campfire
3314,309,The Barrens
3315,216,Boiling Cauldron
3523,410,TEST Circle of Flame
3524,327,The Demon Seed
3525,328,The Altar of Fire
3636,192,Campfire
3637,192,Campfire
3638,192,Campfire
3639,192,Campfire
3640,359,Laden Mushroom
3642,1,Kolkars' Booty
3643,8,Old Footlocker
3644,330,Bael Modan Flying Machine
3646,10,General Twinbraid's Strongbox
3656,200,Bonfire
3658,334,Water Barrel
3659,334,Barrel of Melon Juice
3660,335,Armor Crate
3661,335,Weapon Crate
3662,336,Food Crate
3685,346,Silithid Mound
3689,335,Weapon Crate
3690,336,Food Crate
3691,336,Food Crate
3693,336,Food Crate
3694,336,Food Crate
3695,336,Food Crate
3702,335,Armor Crate
3703,335,Armor Crate
3704,335,Weapon Crate
3705,334,Barrel of Milk
3706,334,Barrel of Sweet Nectar
3707,336,Food Crate
3710,336,Food Crate
3714,259,Alliance Strongbox
3715,259,Tattered Chest
3716,192,Campfire
3717,192,Campfire
3718,192,Campfire
3719,336,Food Crate
3722,192,Campfire
3723,192,Campfire
3724,269,Peacebloom
3725,270,Silverleaf
3726,414,Earthroot
3727,268,Mageroyal
3729,271,Briarthorn
3730,358,Bruiseweed
3737,344,Bubbling Fissure
3740,344,Bubbling Fissure
3743,267,Fissure Plant
3760,192,Campfire
3761,192,Campfire
3763,310,Copper Vein
3764,315,Tin Vein
3767,31,Drizzlik's Emporium
3768,347,Fragile - Do Not Drop
3769,348,Potbelly Stove
3770,348,Potbelly Stove
3771,348,Potbelly Stove
3772,348,Potbelly Stove
3797,199,Cozy Fire
3798,199,Cozy Fire
3799,199,Cozy Fire
3800,199,Cozy Fire
3801,199,Cozy Fire
3802,199,Cozy Fire
3803,199,Cozy Fire
3804,199,Cozy Fire
3815,199,Warm Fire
3816,199,Warm Fire
3817,199,Blazing Fire
3818,199,Blazing Fire
3819,199,Blazing Fire
3832,349,Burning Embers
3833,349,Burning Embers
3834,349,Burning Embers
3835,349,Burning Embers
3836,349,Burning Embers
3837,349,Burning Embers
3838,349,Burning Embers
3839,349,Burning Embers
3840,349,Burning Embers
3841,349,Burning Embers
3842,349,Burning Embers
3843,349,Burning Embers
3844,349,Burning Embers
3845,349,Burning Embers
3847,408,Fierce Blaze
3848,408,Fierce Blaze
3849,408,Fierce Blaze
3850,408,Fierce Blaze
3851,408,Fierce Blaze
3852,349,Fierce Blaze
3853,349,Fierce Blaze
3855,349,Fierce Blaze
3856,349,Fierce Blaze
3857,349,Fierce Blaze
3864,349,Mighty Blaze
3865,350,Burning Embers
3866,351,Blazing Fire
3867,349,Mighty Blaze
3869,349,Mighty Blaze
3870,349,Mighty Blaze
3871,349,Mighty Blaze
3872,349,Mighty Blaze
3873,349,Mighty Blaze
3874,351,Blazing Fire
3875,351,Blazing Fire
3876,351,Blazing Fire
3877,351,Blazing Fire
3878,351,Blazing Fire
3879,351,Blazing Fire
3880,351,Blazing Fire
3881,351,Blazing Fire
3882,349,Blazing Fire
3883,351,Blazing Fire
3884,351,Blazing Fire
3885,351,Blazing Fire
3886,351,Blazing Fire
3888,349,Mighty Blaze
3890,351,Blazing Fire
3891,349,Mighty Blaze
3892,351,Mighty Blaze
3893,350,Mighty Blaze
3894,349,Mighty Blaze
3895,349,Mighty Blaze
3896,349,Mighty Blaze
3897,349,Mighty Blaze
3898,351,Blazing Fire
3899,351,Blazing Fire
3900,351,Blazing Fire
3901,349,Blazing Fire
3902,351,Blazing Fire
3903,351,Blazing Fire
3904,351,Blazing Fire
3905,351,Blazing Fire
3906,351,Blazing Fire
3907,351,Blazing Fire
3908,351,Blazing Fire
3909,350,Blazing Fire
3910,351,Blazing Fire
3911,351,Burning Embers
3912,350,Blazing Fire
3913,351,Blazing Fire
3914,349,Burning Embers
3915,351,Blazing Fire
3916,349,Burning Embers
3917,349,Burning Embers
3918,349,Burning Embers
3919,349,Burning Embers
3920,349,Burning Embers
3921,349,Burning Embers
3922,351,Blazing Fire
3923,351,Blazing Fire
3924,351,Blazing Fire
3925,351,Blazing Fire
3926,351,Blazing Fire
3927,351,Blazing Fire
3928,351,Blazing Fire
3929,350,Blazing Fire
3930,351,Blazing Fire
3931,351,Blazing Fire
3932,351,Blazing Fire
3933,351,Blazing Fire
3934,351,Blazing Fire
3936,351,Fierce Blaze
3937,350,Mighty Blaze
3938,351,Fierce Blaze
3939,351,Fierce Blaze
3940,351,Fierce Blaze
3941,351,Fierce Blaze
3942,351,Fierce Blaze
3943,350,Mighty Blaze
3944,351,Fierce Blaze
3945,350,Mighty Blaze
3946,351,Fierce Blaze
3947,351,Fierce Blaze
3948,351,Fierce Blaze
3949,351,Fierce Blaze
3950,351,Fierce Blaze
3951,350,Mighty Blaze
3960,349,Burning Embers
3962,349,Burning Embers
3963,408,Fierce Blaze
3964,408,Fierce Blaze
3967,408,Fierce Blaze
3968,408,Fierce Blaze
3972,15,WANTED
4004,622,Fire Plume Ridge Lava Lake
4005,622,Bank
4072,353,Main Control Valve
4087,166,Anvil
4088,166,Anvil
4089,166,Anvil
4090,355,Forge
4095,259,Alliance Strongbox
4096,259,Tattered Chest
4097,308,Ratchet
4098,308,Durotar
4099,308,Mulgore
4100,308,Stonetalon Mountains
4101,308,Crossroads
4102,308,The Crossroads
4103,308,Stonetalon Mountains
4104,308,Ashenvale
4105,308,Dustwallow Marsh
4106,308,Thousand Needles
4115,308,The Crossroads
4116,308,Dustwallow Marsh
4117,308,Mulgore
4118,308,Thousand Needles
4119,308,Durotar
4120,308,Mulgore
4121,308,Dustwallow Marsh
4122,308,Thousand Needles
4123,308,The Crossroads
4132,308,Ashenvale
4133,308,The Crossroads
4134,308,Durotar
4135,308,The Crossroads
4136,308,Durotar
4137,308,Mulgore
4138,308,Mulgore
4141,356,Control Console
4149,259,Solid Chest
4166,345,Alchemical Implements
4170,360,Mesa Elevator
4171,360,Mesa Elevator
4406,378,Webwood Eggs
4608,391,Timberling Sprout
5619,362,Flawed Power Stone
5620,362,Flawed Power Stones
5621,362,Flawed Power Stones
5622,363,"Purple aura, short column, 0.6 scale"
6286,365,""
6287,365,""
6288,192,Campfire
6289,366,Smoldering Blaze
6290,366,Smoldering Blaze
6291,366,Smoldering Brazier
6292,366,Smoldering Brazier
6293,192,Campfire
6294,192,Campfire
6295,192,Campfire
6751,369,Strange Fruited Plant
6752,370,Strange Fronded Plant
6906,372,Red Raptor Nest
6907,372,Blue Raptor Nest
6908,372,Yellow Raptor Nest
7510,267,Sprouted Frond
7923,377,Denalan's Planter
9630,379,Flagongut's Fossil
9847,199,Cooking Fire
10076,445,Scrying Bowl
10082,26,Stormwind
10083,26,Goldshire
10192,39,Wooden Chair
10193,39,Wooden Chair
10194,39,Wooden Chair
10195,39,Wooden Chair
10196,39,Wooden Chair
10197,39,Wooden Chair
10198,39,Wooden Chair
10199,39,Wooden Chair
10200,39,Wooden Chair
10201,39,Wooden Chair
10202,39,Wooden Chair
10203,39,Wooden Chair
10204,39,Wooden Chair
10205,39,Wooden Chair
10206,39,Wooden Chair
10207,39,Wooden Chair
10208,39,Wooden Chair
10209,39,Wooden Chair
10210,39,Wooden Chair
10211,39,Wooden Chair
10212,39,Wooden Chair
10213,39,Wooden Chair
10214,39,Wooden Chair
10215,39,Wooden Chair
10216,39,Wooden Chair
10217,39,Wooden Chair
10218,39,Wooden Chair
10219,39,Wooden Chair
10220,39,Wooden Chair
10221,39,Wooden Chair
10222,39,Wooden Chair
10223,39,Wooden Chair
10224,39,Wooden Chair
10388,199,Cooking Fire
11713,385,Death Cap
11714,359,Scaber Stalk
